"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 26 17:10:16 CEST 2024","Fri Jul 26 17:10:20 CEST 2024","3463","chromium","example.spec.js","","","","has title",""
"passed","Fri Jul 26 17:10:21 CEST 2024","Fri Jul 26 17:10:23 CEST 2024","1358","chromium","example.spec.js","","","","get started link",""
